index,movieId,title,genres,year,imdblinks,tmdbId,image
63,64,Two if by Sea (1996),"['Comedy', 'Romance']",1996,https://www.imdb.com/title/tt0118002/,19760,https://image.tmdb.org/t/p/w500//xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
64,65,Bio-Dome (1996),['Comedy'],1996,https://www.imdb.com/title/tt0115683/,9536,https://image.tmdb.org/t/p/w500//pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
65,66,Lawnmower Man 2: Beyond Cyberspace (1996),"['Action', 'Sci-Fi', 'Thriller']",1996,https://www.imdb.com/title/tt0116839/,11525,https://image.tmdb.org/t/p/w500//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
67,68,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",1995,https://www.imdb.com/title/tt0113149/,4482,https://image.tmdb.org/t/p/w500//xlLnHizshGBwMiNrnop2kg2nYzE.jpg
68,69,Friday (1995),['Comedy'],1995,https://www.imdb.com/title/tt0113118/,10634,https://image.tmdb.org/t/p/w500//2lReF53F8trkC68piGSfk0JVwWU.jpg
69,70,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Horror', 'Thriller']",1996,https://www.imdb.com/title/tt0116367/,755,https://image.tmdb.org/t/p/w500//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
70,71,Fair Game (1995),['Action'],1995,https://www.imdb.com/title/tt0113010/,11859,https://image.tmdb.org/t/p/w500//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
71,72,Kicking and Screaming (1995),"['Comedy', 'Drama']",1995,https://www.imdb.com/title/tt0113537/,28387,https://image.tmdb.org/t/p/w500//186brkmaBmopqcM0dPs71tj9BfM.jpg
72,73,"Misérables, Les (1995)","['Drama', 'War']",1995,https://www.imdb.com/title/tt0113828/,48750,https://image.tmdb.org/t/p/w500//ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg
73,74,Bed of Roses (1996),"['Drama', 'Romance']",1996,https://www.imdb.com/title/tt0115644/,20927,https://image.tmdb.org/t/p/w500//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,76,Screamers (1995),"['Action', 'Sci-Fi', 'Thriller']",1995,https://www.imdb.com/title/tt0114367/,9102,https://image.tmdb.org/t/p/w500//oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg
76,77,Nico Icon (1995),['Documentary'],1995,https://www.imdb.com/title/tt0113973/,124626,https://image.tmdb.org/t/p/w500//4qO219U8z1XeHLni800jCsbpSs0.jpg
77,78,"Crossing Guard, The (1995)","['Action', 'Crime', 'Drama', 'Thriller']",1995,https://www.imdb.com/title/tt0112744/,27526,https://image.tmdb.org/t/p/w500//kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
78,79,"Juror, The (1996)","['Drama', 'Thriller']",1996,https://www.imdb.com/title/tt0116731/,9623,https://image.tmdb.org/t/p/w500//i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
79,80,"White Balloon, The (Badkonake sefid) (1995)","['Children', 'Drama']",1995,https://www.imdb.com/title/tt0112445/,46785,https://image.tmdb.org/t/p/w500//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
80,81,Things to Do in Denver When You're Dead (1995),"['Crime', 'Drama', 'Romance']",1995,https://www.imdb.com/title/tt0114660/,400,https://image.tmdb.org/t/p/w500//oPp6Gbrasox66WyMvPS0k8OakQf.jpg
81,82,Antonia's Line (Antonia) (1995),"['Comedy', 'Drama']",1995,https://www.imdb.com/title/tt0112379/,880,https://image.tmdb.org/t/p/w500//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
82,83,Once Upon a Time... When We Were Colored (1995),"['Drama', 'Romance']",1995,https://www.imdb.com/title/tt0114039/,146599,https://image.tmdb.org/t/p/w500//45xucuNlia6vEPWYrYu2QlnwgpO.jpg
83,84,Last Summer in the Hamptons (1995),"['Comedy', 'Drama']",1995,https://www.imdb.com/title/tt0113612/,188588,https://image.tmdb.org/t/p/w500//g3m93gROYRRgu7lyQPzrka612uK.jpg
84,85,Angels and Insects (1995),"['Drama', 'Romance']",1995,https://www.imdb.com/title/tt0112365/,8447,https://image.tmdb.org/t/p/w500//w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
85,86,White Squall (1996),"['Action', 'Adventure', 'Drama']",1996,https://www.imdb.com/title/tt0118158/,10534,https://image.tmdb.org/t/p/w500//Aclzt7WliudIQOoluIX8k06r6Fw.jpg
86,87,Dunston Checks In (1996),"['Children', 'Comedy']",1996,https://www.imdb.com/title/tt0116151/,17414,https://image.tmdb.org/t/p/w500//4u4X8uNfKWNQavtef53JBtyYeRJ.jpg
87,88,Black Sheep (1996),['Comedy'],1996,https://www.imdb.com/title/tt0115697/,13997,https://image.tmdb.org/t/p/w500//bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg
88,89,Nick of Time (1995),"['Action', 'Thriller']",1995,https://www.imdb.com/title/tt0113972/,2086,https://image.tmdb.org/t/p/w500//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
90,92,Mary Reilly (1996),"['Drama', 'Horror', 'Thriller']",1996,https://www.imdb.com/title/tt0117002/,9095,https://image.tmdb.org/t/p/w500//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
91,93,Vampire in Brooklyn (1995),"['Comedy', 'Horror', 'Romance']",1995,https://www.imdb.com/title/tt0114825/,12158,https://image.tmdb.org/t/p/w500//i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
92,94,Beautiful Girls (1996),"['Comedy', 'Drama', 'Romance']",1996,https://www.imdb.com/title/tt0115639/,9283,https://image.tmdb.org/t/p/w500//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
93,95,Broken Arrow (1996),"['Action', 'Adventure', 'Thriller']",1996,https://www.imdb.com/title/tt0115759/,9208,https://image.tmdb.org/t/p/w500//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
94,96,In the Bleak Midwinter (1995),"['Comedy', 'Drama']",1995,https://www.imdb.com/title/tt0113403/,40154,https://image.tmdb.org/t/p/w500//cl5WtKNYL7porHGCroRTAKCGlTM.jpg
95,97,"Hate (Haine, La) (1995)","['Crime', 'Drama']",1995,https://www.imdb.com/title/tt0113247/,406,https://image.tmdb.org/t/p/w500//bW4tXG8kZ89ZCurPnzDDSzJbeF5.jpg
96,98,Shopping (1994),"['Action', 'Thriller']",1994,https://www.imdb.com/title/tt0111173/,45549,https://image.tmdb.org/t/p/w500//dIt1TZ2cVMIoz2sda8wDQ9OADDq.jpg
97,99,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],1995,https://www.imdb.com/title/tt0113283/,63076,https://image.tmdb.org/t/p/w500//laPSb9I8TuYslOh1OcgaTByWKnw.jpg
98,100,City Hall (1996),"['Drama', 'Thriller']",1996,https://www.imdb.com/title/tt0115907/,11062,https://image.tmdb.org/t/p/w500//g6JjdkmdElHIoNVaEso0BmjRDQT.jpg
99,101,Bottle Rocket (1996),"['Adventure', 'Comedy', 'Crime', 'Romance']",1996,https://www.imdb.com/title/tt0115734/,13685,https://image.tmdb.org/t/p/w500//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
100,102,Mr. Wrong (1996),['Comedy'],1996,https://www.imdb.com/title/tt0117102/,47475,https://image.tmdb.org/t/p/w500//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
101,103,Unforgettable (1996),"['Mystery', 'Sci-Fi', 'Thriller']",1996,https://www.imdb.com/title/tt0118040/,2045,https://image.tmdb.org/t/p/w500//kYSNHF7ZJxiWFykmFCwdQfiQX8W.jpg
102,104,Happy Gilmore (1996),['Comedy'],1996,https://www.imdb.com/title/tt0116483/,9614,https://image.tmdb.org/t/p/w500//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
103,105,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",1995,https://www.imdb.com/title/tt0112579/,688,https://image.tmdb.org/t/p/w500//8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
105,107,Muppet Treasure Island (1996),"['Adventure', 'Children', 'Comedy', 'Musical']",1996,https://www.imdb.com/title/tt0117110/,10874,https://image.tmdb.org/t/p/w500//k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
106,108,Catwalk (1996),['Documentary'],1996,https://www.imdb.com/title/tt0112646/,89333,https://image.tmdb.org/t/p/w500//sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg
108,110,Braveheart (1995),"['Action', 'Drama', 'War']",1995,https://www.imdb.com/title/tt0112573/,197,https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg
109,111,Taxi Driver (1976),"['Crime', 'Drama', 'Thriller']",1976,https://www.imdb.com/title/tt075314/,103,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg
110,112,Rumble in the Bronx (Hont faan kui) (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1995,https://www.imdb.com/title/tt0113326/,33542,https://image.tmdb.org/t/p/w500//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
111,113,Before and After (1996),"['Drama', 'Mystery']",1996,https://www.imdb.com/title/tt0115645/,43566,https://image.tmdb.org/t/p/w500//oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
112,114,Margaret's Museum (1995),['Drama'],1995,https://www.imdb.com/title/tt0113774/,71754,https://image.tmdb.org/t/p/w500//c6ZXEVl8pPdlzkoAm5dQ2EZnUoY.jpg
114,116,Anne Frank Remembered (1995),['Documentary'],1995,https://www.imdb.com/title/tt0112373/,51352,https://image.tmdb.org/t/p/w500//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
115,117,"Young Poisoner's Handbook, The (1995)","['Crime', 'Drama']",1995,https://www.imdb.com/title/tt0115033/,16934,https://image.tmdb.org/t/p/w500//d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
116,118,If Lucy Fell (1996),"['Comedy', 'Romance']",1996,https://www.imdb.com/title/tt0116606/,10324,https://image.tmdb.org/t/p/w500//ig5LhLEnlt7QCyYjgui082fO4ih.jpg
117,119,"Steal Big, Steal Little (1995)",['Comedy'],1995,https://www.imdb.com/title/tt0114536/,78406,https://image.tmdb.org/t/p/w500//83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
119,121,"Boys of St. Vincent, The (1992)",['Drama'],1992,https://www.imdb.com/title/tt0106473/,32119,https://image.tmdb.org/t/p/w500//cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
120,122,Boomerang (1992),"['Comedy', 'Romance']",1992,https://www.imdb.com/title/tt0103859/,11066,https://image.tmdb.org/t/p/w500//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
121,123,Chungking Express (Chung Hing sam lam) (1994),"['Drama', 'Mystery', 'Romance']",1994,https://www.imdb.com/title/tt0109424/,11104,https://image.tmdb.org/t/p/w500//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],1995,https://www.imdb.com/title/tt0114808/,37975,https://image.tmdb.org/t/p/w500//wousyAPimHw7RQVjlvzA8BSr2pt.jpg
123,125,Flirting With Disaster (1996),['Comedy'],1996,https://www.imdb.com/title/tt0116324/,2074,https://image.tmdb.org/t/p/w500//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
124,126,"NeverEnding Story III, The (1994)","['Adventure', 'Children', 'Fantasy']",1994,https://www.imdb.com/title/tt0110647/,27793,https://image.tmdb.org/t/p/w500//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
127,129,Pie in the Sky (1996),"['Comedy', 'Romance']",1996,https://www.imdb.com/title/tt0114131/,110972,https://image.tmdb.org/t/p/w500//iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
128,130,Angela (1995),['Drama'],1995,https://www.imdb.com/title/tt0112364/,32622,https://image.tmdb.org/t/p/w500//1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg
129,131,Frankie Starlight (1995),"['Drama', 'Romance']",1995,https://www.imdb.com/title/tt0113107/,73067,https://image.tmdb.org/t/p/w500//6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg
130,132,Jade (1995),['Thriller'],1995,https://www.imdb.com/title/tt0113451/,11863,https://image.tmdb.org/t/p/w500//lPkDrz6e5DWkKailsx3mIjtq0GF.jpg
133,135,Down Periscope (1996),['Comedy'],1996,https://www.imdb.com/title/tt0116130/,9101,https://image.tmdb.org/t/p/w500//brleKcHsirTw7lFqcgUMOfgL2nl.jpg
135,137,Man of the Year (1995),['Documentary'],1995,https://www.imdb.com/title/tt0113756/,5757,https://image.tmdb.org/t/p/w500//jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
138,140,Up Close and Personal (1996),"['Drama', 'Romance']",1996,https://www.imdb.com/title/tt0118055/,9302,https://image.tmdb.org/t/p/w500//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
139,141,"Birdcage, The (1996)",['Comedy'],1996,https://www.imdb.com/title/tt0115685/,11000,https://image.tmdb.org/t/p/w500//3dmm0zq08GFrUlswetgaVirhMJo.jpg
142,144,"Brothers McMullen, The (1995)",['Comedy'],1995,https://www.imdb.com/title/tt0112585/,16388,https://image.tmdb.org/t/p/w500//6oWsOJP0ed5gs8n2UywcailoxFN.jpg
143,145,Bad Boys (1995),"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995,https://www.imdb.com/title/tt0112442/,9737,https://image.tmdb.org/t/p/w500//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
144,146,"Amazing Panda Adventure, The (1995)","['Adventure', 'Children']",1995,https://www.imdb.com/title/tt0112342/,30765,https://image.tmdb.org/t/p/w500//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
145,147,"Basketball Diaries, The (1995)",['Drama'],1995,https://www.imdb.com/title/tt0112461/,10474,https://image.tmdb.org/t/p/w500//AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
146,148,"Awfully Big Adventure, An (1995)",['Drama'],1995,https://www.imdb.com/title/tt0112427/,22279,https://image.tmdb.org/t/p/w500//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
147,149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",1994,https://www.imdb.com/title/tt0109093/,30157,https://image.tmdb.org/t/p/w500//b9MEES9I2WNjEWULdKsqiHIGQlC.jpg
148,150,Apollo 13 (1995),"['Adventure', 'Drama', 'IMAX']",1995,https://www.imdb.com/title/tt0112384/,568,https://image.tmdb.org/t/p/w500//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
149,151,Rob Roy (1995),"['Action', 'Drama', 'Romance', 'War']",1995,https://www.imdb.com/title/tt0114287/,11780,https://image.tmdb.org/t/p/w500//4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
150,152,"Addiction, The (1995)","['Drama', 'Horror']",1995,https://www.imdb.com/title/tt0112288/,34996,https://image.tmdb.org/t/p/w500//1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
